case_id,econ_conditions_country,employment_status,household_income,age_category,education,gender,region,housing_status
201902826,Good,Not working,"$100,000 to $149,999",75+,Some college or Associate's degree,Female,Midwest,Own your home free and clear (without a mortgage or loan)
201902209,Poor,Not working,"$150,000 or more",45-54,Bachelor's degree or higher,Female,West,Own your home free and clear (without a mortgage or loan)
202504057,Only fair,Working full-time,"$25,000 to $49,999",55-64,No high school diploma or GED,Female,Northeast,Pay rent
202500923,Poor,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202003200,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202402305,Only fair,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202303352,Only fair,Working full-time,"$75,000 to $99,999",55-64,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
201902460,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202500798,Only fair,Working full-time,"$75,000 to $99,999",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
201904551,Only fair,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202404383,Good,Not working,"$75,000 to $99,999",75+,No high school diploma or GED,Female,West,Own your home free and clear (without a mortgage or loan)
201802104,Poor,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,West,Pay rent
202400345,Only fair,Not working,"$25,000 to $49,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home free and clear (without a mortgage or loan)
201801183,Poor,Working part-time,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202501309,Only fair,Working full-time,"$25,000 to $49,999",55-64,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202402761,Only fair,Working part-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
201301169,Good,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202406037,Poor,Working part-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202502683,Good,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202506150,Good,Not working,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
201902071,Poor,Not working,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home free and clear (without a mortgage or loan)
201301868,Poor,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Pay rent
201803834,Poor,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,Northeast,Pay rent
202506357,Only fair,Working part-time,"$150,000 or more",75+,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202403855,Good,Not working,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Neither own nor pay rent
202501480,Only fair,Not working,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202102860,Poor,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202502005,Good,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202504605,Only fair,Not working,"$10,000 to $24,999",65-74,Some college or Associate's degree,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202506442,Good,Working full-time,"$75,000 to $99,999",75+,Bachelor's degree or higher,Female,West,Own your home free and clear (without a mortgage or loan)
202503152,Good,Working full-time,"$25,000 to $49,999",55-64,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202504386,Only fair,Working part-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202502435,Only fair,Working full-time,"$75,000 to $99,999",75+,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
201400002,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202505628,Poor,Working part-time,"$25,000 to $49,999",65-74,No high school diploma or GED,Male,Northeast,Neither own nor pay rent
202302792,Only fair,Not working,"$50,000 to $74,999",55-64,Some college or Associate's degree,Female,West,Own your home free and clear (without a mortgage or loan)
202504612,Good,Not working,"$50,000 to $74,999",75+,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202501411,Only fair,Not working,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
201901979,Only fair,Not working,"$150,000 or more",75+,Bachelor's degree or higher,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202205013,Only fair,Not working,"$150,000 or more",75+,Bachelor's degree or higher,Male,West,Pay rent
202500591,Poor,Not working,"$75,000 to $99,999",65-74,No high school diploma or GED,Female,South,Neither own nor pay rent
202505352,Good,Working full-time,"$100,000 to $149,999",45-54,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
201805827,Only fair,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202504553,Only fair,Working part-time,"$25,000 to $49,999",75+,Some college or Associate's degree,Female,Midwest,Pay rent
202501774,Good,Not working,"$150,000 or more",75+,Some college or Associate's degree,Female,South,Neither own nor pay rent
202401898,Only fair,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202506124,Only fair,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202500688,Good,Working part-time,"Less than $10,000",55-64,No high school diploma or GED,Female,Midwest,Pay rent
202501507,Only fair,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202501161,Good,Not working,"$75,000 to $99,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home free and clear (without a mortgage or loan)
201700526,Good,Not working,"$100,000 to $149,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home free and clear (without a mortgage or loan)
202504378,Good,Not working,"$50,000 to $74,999",75+,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202100914,Only fair,Working part-time,"$100,000 to $149,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202303602,Only fair,Not working,"$50,000 to $74,999",65-74,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202505459,Poor,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202504393,Only fair,Not working,"$25,000 to $49,999",75+,Some college or Associate's degree,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202503483,Only fair,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
202404456,Poor,Working full-time,"$50,000 to $74,999",45-54,Some college or Associate's degree,Female,Midwest,Pay rent
202506037,Poor,Working full-time,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503979,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202500888,Good,Not working,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
202500464,Only fair,Working full-time,"$100,000 to $149,999",65-74,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
201904824,Good,Not working,"$25,000 to $49,999",65-74,No high school diploma or GED,Male,Midwest,Pay rent
202500035,Only fair,Not working,"$100,000 to $149,999",45-54,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202501004,Only fair,Not working,"$100,000 to $149,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home with a mortgage or loan
201805681,Only fair,Working full-time,"$150,000 or more",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
201806282,Only fair,Not working,"$10,000 to $24,999",45-54,No high school diploma or GED,Male,Midwest,Pay rent
202500492,Good,Working full-time,"$75,000 to $99,999",65-74,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202506702,Only fair,Working full-time,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
201700007,Only fair,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home free and clear (without a mortgage or loan)
202000231,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202100215,Only fair,Working part-time,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202405456,Poor,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202204332,Only fair,Not working,"$150,000 or more",65-74,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
